user_id,persona,occupation,monthly_income,monthly_expenses,savings,average_balance,digital_transactions,cash_transactions,income_variance,expense_ratio,savings_ratio,emi_ratio,missed_payments,income_growth,financial_tier
GL01034,Lakshmi,Tea Shop Owner,60577,37061,20178,25397,225,170,Medium,0.6118,0.3331,0.0044,1,Stable,Emerging
GL01035,Lakshmi,Tea Shop Owner,62273,27742,28224,32777,206,168,Low,0.4455,0.4532,0.0363,1,Increasing,Ready
GL01036,Lakshmi,Tea Shop Owner,66252,51279,14224,50931,185,174,Low,0.774,0.2147,0.0836,0,Stable,Emerging
GL01037,Lakshmi,Tea Shop Owner,56927,25201,27415,52075,259,174,Low,0.4427,0.4816,0.0142,0,Stable,Ready
GL01038,Lakshmi,Tea Shop Owner,57875,39082,17430,39979,229,147,Low,0.6753,0.3012,0.1305,1,Stable,Building
GL01039,Lakshmi,Tea Shop Owner,58470,41747,15551,50331,217,157,Low,0.714,0.266,0.0082,1,Increasing,Emerging
GL01040,Lakshmi,Tea Shop Owner,62087,53754,7916,32380,215,114,Low,0.8658,0.1275,0.1073,0,Stable,Building
GL01041,Lakshmi,Tea Shop Owner,48976,24742,20656,48384,275,186,Medium,0.5052,0.4218,0.1371,0,Stable,Ready
GL01042,Lakshmi,Tea Shop Owner,61089,24808,27552,32363,274,121,Medium,0.4061,0.451,0.1022,0,Increasing,Ready
GL01043,Lakshmi,Tea Shop Owner,69890,26907,18408,53769,192,161,Low,0.385,0.2634,0.0067,0,Stable,Ready
GL01044,Lakshmi,Tea Shop Owner,63733,27895,25006,32074,295,199,Low,0.4377,0.3924,0.0705,0,Increasing,Ready
GL01045,Lakshmi,Tea Shop Owner,62804,53182,9140,40452,248,142,Medium,0.8468,0.1455,0.1015,1,Increasing,Building
GL01046,Lakshmi,Tea Shop Owner,51538,34757,15463,49765,215,134,Low,0.6744,0.3,0.0987,0,Increasing,Ready
GL01047,Lakshmi,Tea Shop Owner,60924,36432,21194,53208,165,180,Low,0.598,0.3479,0.0996,0,Stable,Ready
GL01048,Lakshmi,Tea Shop Owner,55995,40859,14379,44912,223,120,Low,0.7297,0.2568,0.0347,1,Increasing,Emerging
GL01049,Lakshmi,Tea Shop Owner,61702,26149,24524,29855,277,150,Medium,0.4238,0.3975,0.0178,1,Increasing,Ready
GL01050,Lakshmi,Tea Shop Owner,60892,51971,8474,35228,235,167,Low,0.8535,0.1392,0.1454,0,Stable,Building
GL01051,Lakshmi,Tea Shop Owner,64610,33926,19660,36326,201,187,Medium,0.5251,0.3043,0.1453,1,Increasing,Ready
GL01052,Lakshmi,Tea Shop Owner,63304,29309,27657,33966,233,166,Medium,0.463,0.4369,0.0469,1,Stable,Emerging
GL01053,Lakshmi,Tea Shop Owner,62651,32390,22268,37354,284,109,Low,0.517,0.3554,0.0752,1,Stable,Emerging
GL01054,Lakshmi,Tea Shop Owner,51799,45282,6191,31840,175,146,Medium,0.8742,0.1195,0.0381,0,Stable,Building
GL01055,Lakshmi,Tea Shop Owner,63018,24778,18483,26746,294,122,Low,0.3932,0.2933,0.1359,0,Stable,Ready
GL01056,Lakshmi,Tea Shop Owner,54574,27816,22017,26319,285,191,Low,0.5097,0.4034,0.0329,1,Increasing,Ready
GL01057,Lakshmi,Tea Shop Owner,57319,31055,23137,31152,157,122,Low,0.5418,0.4037,0.0943,1,Increasing,Ready
GL01058,Lakshmi,Tea Shop Owner,57952,48384,9089,27308,213,114,Medium,0.8349,0.1568,0.1443,0,Increasing,Emerging
GL01059,Lakshmi,Tea Shop Owner,61881,42778,16755,27422,215,121,Medium,0.6913,0.2708,0.0529,1,Stable,Building
GL01060,Lakshmi,Tea Shop Owner,50810,39550,10697,51320,261,170,Low,0.7784,0.2105,0.1498,1,Increasing,Emerging
GL01061,Lakshmi,Tea Shop Owner,61272,42265,16648,39398,199,140,Low,0.6898,0.2717,0.1195,1,Increasing,Emerging
GL01062,Lakshmi,Tea Shop Owner,48159,33412,14009,30323,216,165,Low,0.6938,0.2909,0.1175,0,Increasing,Ready
GL01063,Lakshmi,Tea Shop Owner,66520,49125,15804,46261,264,152,Low,0.7385,0.2376,0.0566,1,Stable,Building
GL01064,Lakshmi,Tea Shop Owner,59502,28697,19762,28359,241,151,Low,0.4823,0.3321,0.0308,1,Stable,Emerging
GL01065,Lakshmi,Tea Shop Owner,50952,21404,25141,31180,156,158,Medium,0.4201,0.4934,0.0339,1,Stable,Emerging
GL01066,Lakshmi,Tea Shop Owner,54964,34852,17657,29941,196,158,Low,0.6341,0.3212,0.103,0,Stable,Ready
GL01067,Lakshmi,Tea Shop Owner,50557,35693,14120,44048,191,195,Low,0.706,0.2793,0.1021,1,Increasing,Emerging
GL01068,Lakshmi,Tea Shop Owner,69117,35491,24398,45834,242,146,Low,0.5135,0.353,0.0874,0,Increasing,Ready
GL01069,Lakshmi,Tea Shop Owner,51253,29731,15895,33300,167,199,Medium,0.5801,0.3101,0.0967,1,Stable,Emerging
GL01070,Lakshmi,Tea Shop Owner,59639,30964,19130,46271,165,128,Low,0.5192,0.3208,0.1216,1,Stable,Emerging
GL01071,Lakshmi,Tea Shop Owner,45083,34434,10116,50452,153,196,Low,0.7638,0.2244,0.0122,1,Increasing,Emerging
GL01072,Lakshmi,Tea Shop Owner,54144,31750,21121,47554,276,170,Low,0.5864,0.3901,0.0757,0,Increasing,Ready
GL01073,Lakshmi,Tea Shop Owner,47961,18503,15563,38638,153,103,Low,0.3858,0.3245,0.1152,1,Increasing,Ready
GL01074,Lakshmi,Tea Shop Owner,50683,42664,7618,33758,197,131,Low,0.8418,0.1503,0.1065,0,Stable,Building
GL01075,Lakshmi,Tea Shop Owner,66827,31288,16596,43721,170,198,Medium,0.4682,0.2483,0.0629,0,Stable,Ready
GL01076,Lakshmi,Tea Shop Owner,58825,49118,9221,34839,273,146,Low,0.835,0.1568,0.0706,1,Stable,Building
GL01077,Lakshmi,Tea Shop Owner,51480,25276,21943,51443,168,102,Low,0.491,0.4262,0.0591,0,Increasing,Ready
GL01078,Lakshmi,Tea Shop Owner,50780,37973,12166,37747,195,182,Low,0.7478,0.2396,0.0071,1,Stable,Building
GL01079,Lakshmi,Tea Shop Owner,53340,45146,7784,26544,235,108,Low,0.8464,0.1459,0.1042,1,Stable,Building
GL01080,Lakshmi,Tea Shop Owner,48847,18806,22071,35470,223,108,Low,0.385,0.4518,0.0496,0,Increasing,Ready
GL01081,Lakshmi,Tea Shop Owner,45609,29166,15253,48124,163,184,Low,0.6395,0.3344,0.1112,1,Stable,Emerging
GL01082,Lakshmi,Tea Shop Owner,59841,24726,26679,25395,186,169,Low,0.4132,0.4458,0.0574,1,Increasing,Ready
GL01083,Lakshmi,Tea Shop Owner,55118,28110,23963,37102,239,116,Low,0.51,0.4348,0.0406,1,Increasing,Ready
GL01084,Lakshmi,Tea Shop Owner,47126,34303,12181,44921,199,134,Low,0.7279,0.2585,0.0635,0,Stable,Emerging
GL01085,Lakshmi,Tea Shop Owner,52235,25986,17529,39576,199,120,Low,0.4975,0.3356,0.0331,0,Increasing,Ready
GL01086,Lakshmi,Tea Shop Owner,64119,42087,16852,50516,215,190,Low,0.6564,0.2628,0.0229,0,Increasing,Ready
GL01087,Lakshmi,Tea Shop Owner,45143,25537,17585,28507,247,112,Medium,0.5657,0.3895,0.0767,1,Stable,Emerging
GL01088,Lakshmi,Tea Shop Owner,46766,23696,17868,27373,173,166,Medium,0.5067,0.3821,0.1264,0,Stable,Ready
GL01089,Lakshmi,Tea Shop Owner,47272,24042,21019,44633,199,108,Medium,0.5086,0.4446,0.133,0,Increasing,Ready
GL01090,Lakshmi,Tea Shop Owner,45597,16501,17484,35121,177,184,Low,0.3619,0.3834,0.1253,0,Stable,Ready
GL01091,Lakshmi,Tea Shop Owner,53347,41151,11586,39422,264,186,Low,0.7714,0.2172,0.0971,1,Increasing,Emerging
GL01092,Lakshmi,Tea Shop Owner,53274,35693,15589,42069,187,122,Low,0.67,0.2926,0.0884,0,Increasing,Ready
GL01093,Lakshmi,Tea Shop Owner,63793,38460,17105,52023,200,187,Medium,0.6029,0.2681,0.0735,1,Stable,Emerging
GL01094,Lakshmi,Tea Shop Owner,66905,34877,26017,31992,153,109,Low,0.5213,0.3889,0.103,0,Increasing,Ready
GL01095,Lakshmi,Tea Shop Owner,49535,43744,5501,47143,211,165,Medium,0.8831,0.1111,0.0893,1,Increasing,Building
GL01096,Lakshmi,Tea Shop Owner,68208,39608,15636,46679,258,151,Medium,0.5807,0.2292,0.0313,1,Stable,Emerging
GL01097,Lakshmi,Tea Shop Owner,57363,44731,12000,54811,224,177,Low,0.7798,0.2092,0.0132,0,Increasing,Ready
GL01098,Lakshmi,Tea Shop Owner,64211,38815,15202,35826,155,102,Medium,0.6045,0.2368,0.1124,0,Stable,Ready
GL01099,Lakshmi,Tea Shop Owner,59432,51170,7848,26907,163,186,Low,0.861,0.1321,0.0887,0,Increasing,Emerging
GL01100,Lakshmi,Tea Shop Owner,67137,36280,24621,52041,207,137,Low,0.5404,0.3667,0.0608,0,Stable,Ready
GL01101,Lakshmi,Tea Shop Owner,46388,26172,16461,38062,197,148,Low,0.5642,0.3549,0.1357,0,Increasing,Ready
GL01102,Lakshmi,Tea Shop Owner,62338,39459,20808,35061,249,114,Medium,0.633,0.3338,0.069,0,Increasing,Ready
GL01103,Lakshmi,Tea Shop Owner,51875,30855,17393,30224,240,180,Low,0.5948,0.3353,0.1295,0,Stable,Ready
GL01104,Lakshmi,Tea Shop Owner,49817,30532,15960,31367,165,152,Low,0.6129,0.3204,0.1091,0,Increasing,Ready
GL01105,Lakshmi,Tea Shop Owner,50794,37186,12927,43788,260,128,Low,0.7321,0.2545,0.1417,1,Increasing,Emerging
GL01106,Lakshmi,Tea Shop Owner,61299,47561,13051,46581,167,111,Low,0.7759,0.2129,0.0219,1,Stable,Building
GL01107,Lakshmi,Tea Shop Owner,49877,37721,11548,47860,183,184,Low,0.7563,0.2315,0.0346,0,Stable,Emerging
GL01108,Lakshmi,Tea Shop Owner,67206,46647,15610,43338,213,158,Medium,0.6941,0.2323,0.0186,0,Increasing,Ready
GL01109,Lakshmi,Tea Shop Owner,59888,28542,29666,39756,259,178,Low,0.4766,0.4954,0.0097,0,Increasing,Ready
GL01110,Lakshmi,Tea Shop Owner,54792,46107,8250,35245,285,163,Low,0.8415,0.1506,0.0595,1,Increasing,Building
GL01111,Lakshmi,Tea Shop Owner,66758,56490,9754,47228,274,183,Low,0.8462,0.1461,0.0806,0,Increasing,Emerging
GL01112,Lakshmi,Tea Shop Owner,58864,50040,8382,38418,280,143,Low,0.8501,0.1424,0.0504,1,Increasing,Building
GL01113,Lakshmi,Tea Shop Owner,62579,44856,15169,49144,182,113,Low,0.7168,0.2424,0.0066,1,Increasing,Emerging
GL01114,Lakshmi,Tea Shop Owner,56794,47502,8827,47682,209,173,Low,0.8364,0.1554,0.058,1,Stable,Building
GL01115,Lakshmi,Tea Shop Owner,57564,35482,20497,27171,266,166,Low,0.6164,0.3561,0.0818,0,Increasing,Ready
GL01116,Lakshmi,Tea Shop Owner,58582,25366,18404,40978,202,120,Low,0.433,0.3142,0.0235,0,Increasing,Ready
GL01117,Lakshmi,Tea Shop Owner,64686,42272,19299,39988,272,160,Low,0.6535,0.2983,0.0859,0,Increasing,Ready
GL01118,Lakshmi,Tea Shop Owner,63324,24810,19369,34607,170,155,Low,0.3918,0.3059,0.1206,1,Stable,Emerging
GL01119,Lakshmi,Tea Shop Owner,52349,29812,16325,54989,262,188,Low,0.5695,0.3118,0.1102,1,Increasing,Ready
GL01120,Lakshmi,Tea Shop Owner,60802,25056,15562,40011,225,192,Low,0.4121,0.2559,0.1118,1,Increasing,Ready
GL01121,Lakshmi,Tea Shop Owner,65710,31021,21736,31302,277,193,Low,0.4721,0.3308,0.0852,1,Stable,Emerging
GL01122,Lakshmi,Tea Shop Owner,48141,18726,18654,26700,290,113,Medium,0.389,0.3875,0.0097,0,Increasing,Ready
GL01123,Lakshmi,Tea Shop Owner,69853,44112,16003,25396,245,146,Low,0.6315,0.2291,0.0168,1,Increasing,Ready
GL01124,Lakshmi,Tea Shop Owner,59411,47552,11266,33252,195,110,Medium,0.8004,0.1896,0.1455,0,Increasing,Emerging
GL01125,Lakshmi,Tea Shop Owner,63585,42004,16259,46839,184,198,Medium,0.6606,0.2557,0.1409,0,Stable,Emerging
GL01126,Lakshmi,Tea Shop Owner,50610,22106,17907,33465,243,137,Medium,0.4368,0.3538,0.1446,0,Increasing,Ready
GL01127,Lakshmi,Tea Shop Owner,47140,22985,18128,51762,169,198,Low,0.4876,0.3846,0.0164,0,Stable,Ready
GL01128,Lakshmi,Tea Shop Owner,67789,56468,10754,33092,300,191,Medium,0.833,0.1586,0.1055,1,Increasing,Building
GL01129,Lakshmi,Tea Shop Owner,61675,46786,14144,39529,206,124,Low,0.7586,0.2293,0.0278,0,Increasing,Ready
GL01130,Lakshmi,Tea Shop Owner,68391,55054,12670,48777,155,157,Low,0.805,0.1853,0.0263,1,Increasing,Building
GL01131,Lakshmi,Tea Shop Owner,53940,38335,14824,33122,154,164,Low,0.7107,0.2748,0.0906,1,Increasing,Emerging
GL01132,Lakshmi,Tea Shop Owner,46038,37428,8179,54709,177,125,Low,0.813,0.1777,0.0789,1,Increasing,Building
GL01133,Lakshmi,Tea Shop Owner,52099,30092,19963,47088,238,126,Medium,0.5776,0.3832,0.0799,0,Stable,Ready
GL01134,Lakshmi,Tea Shop Owner,64645,40228,17209,39093,240,115,Low,0.6223,0.2662,0.0478,0,Increasing,Ready
GL01135,Lakshmi,Tea Shop Owner,59921,50974,8499,48275,212,157,Low,0.8507,0.1418,0.0234,0,Stable,Building
GL01136,Lakshmi,Tea Shop Owner,60162,28859,19064,48823,198,133,Low,0.4797,0.3169,0.09,1,Stable,Emerging
GL01137,Lakshmi,Tea Shop Owner,67351,57026,9808,39888,283,120,Low,0.8467,0.1456,0.0956,1,Stable,Building
GL01138,Lakshmi,Tea Shop Owner,45237,31910,12660,52080,184,107,Low,0.7054,0.2799,0.0287,1,Increasing,Emerging
GL01139,Lakshmi,Tea Shop Owner,63916,25489,19946,49640,270,196,Low,0.3988,0.3121,0.1126,0,Increasing,Ready
GL01140,Lakshmi,Tea Shop Owner,51612,43725,7492,36427,242,100,Low,0.8472,0.1452,0.0216,0,Stable,Building
GL01141,Lakshmi,Tea Shop Owner,61304,25833,27523,29304,257,185,Low,0.4214,0.449,0.1289,0,Stable,Ready
GL01142,Lakshmi,Tea Shop Owner,60494,29478,15802,27033,193,137,Low,0.4873,0.2612,0.044,1,Stable,Emerging
GL01143,Lakshmi,Tea Shop Owner,49481,26378,18045,25205,207,111,Low,0.5331,0.3647,0.1283,0,Stable,Ready
GL01144,Lakshmi,Tea Shop Owner,68767,60535,7820,34127,217,177,Low,0.8803,0.1137,0.0677,1,Increasing,Building
GL01145,Lakshmi,Tea Shop Owner,65830,58088,7354,42177,167,144,Medium,0.8824,0.1117,0.1224,1,Increasing,Building
GL01146,Lakshmi,Tea Shop Owner,59406,25247,18386,26733,221,100,Medium,0.425,0.3095,0.0335,0,Stable,Ready
GL01147,Lakshmi,Tea Shop Owner,69364,48402,16878,37875,173,197,Low,0.6978,0.2433,0.0607,1,Stable,Building
GL01148,Lakshmi,Tea Shop Owner,59598,36533,20073,53258,165,195,Low,0.613,0.3368,0.08,1,Stable,Emerging
GL01149,Lakshmi,Tea Shop Owner,50462,44234,5916,53607,218,199,Medium,0.8766,0.1172,0.0176,0,Increasing,Emerging
GL01150,Lakshmi,Tea Shop Owner,49401,29586,18362,49040,299,147,Low,0.5989,0.3717,0.0314,1,Increasing,Ready
GL01151,Lakshmi,Tea Shop Owner,48585,39995,8160,43876,173,148,Medium,0.8232,0.168,0.0715,0,Increasing,Emerging
GL01152,Lakshmi,Tea Shop Owner,59297,32150,21337,53519,196,104,Low,0.5422,0.3598,0.0476,1,Stable,Emerging
GL01153,Lakshmi,Tea Shop Owner,52219,35310,15734,36433,229,137,Low,0.6762,0.3013,0.0198,1,Increasing,Emerging
GL01154,Lakshmi,Tea Shop Owner,53181,38848,13616,37800,234,113,Low,0.7305,0.256,0.1003,1,Stable,Building
GL01155,Lakshmi,Tea Shop Owner,51150,21109,17647,32543,290,132,Low,0.4127,0.345,0.0888,1,Stable,Emerging
GL01156,Lakshmi,Tea Shop Owner,55042,24323,19568,29383,200,177,Medium,0.4419,0.3555,0.0354,0,Increasing,Ready
GL01157,Lakshmi,Tea Shop Owner,60631,40695,15295,41844,235,111,Low,0.6712,0.2523,0.0508,1,Increasing,Emerging
GL01158,Lakshmi,Tea Shop Owner,65690,48308,15401,49183,276,120,Low,0.7354,0.2344,0.1318,1,Increasing,Emerging
GL01159,Lakshmi,Tea Shop Owner,67288,32984,21350,50251,188,133,Low,0.4902,0.3173,0.0692,0,Stable,Ready
GL01160,Lakshmi,Tea Shop Owner,46047,22097,20554,31153,239,122,Low,0.4799,0.4464,0.0364,1,Increasing,Ready
GL01161,Lakshmi,Tea Shop Owner,46315,18224,23524,33843,219,191,Medium,0.3935,0.5079,0.0037,0,Increasing,Ready
GL01162,Lakshmi,Tea Shop Owner,69103,27544,24709,29228,271,109,Low,0.3986,0.3576,0.055,1,Increasing,Ready
GL01163,Lakshmi,Tea Shop Owner,45076,30070,14255,49029,183,172,Medium,0.6671,0.3162,0.0291,0,Increasing,Ready
GL01164,Lakshmi,Tea Shop Owner,64004,43465,19446,29805,165,196,Low,0.6791,0.3038,0.0111,0,Stable,Emerging
GL01165,Lakshmi,Tea Shop Owner,51966,26975,22761,31221,177,149,Low,0.5191,0.438,0.0438,0,Increasing,Ready
GL01166,Lakshmi,Tea Shop Owner,48689,21578,15272,32398,153,139,Low,0.4432,0.3137,0.1347,1,Increasing,Ready
GL01167,Lakshmi,Tea Shop Owner,48853,36908,11347,47958,226,107,Low,0.7555,0.2323,0.0628,0,Stable,Emerging
GL01168,Lakshmi,Tea Shop Owner,48665,42791,5580,47308,290,179,Low,0.8793,0.1147,0.0617,1,Stable,Building
GL01169,Lakshmi,Tea Shop Owner,45960,25599,17077,35466,179,170,Low,0.557,0.3716,0.1157,1,Increasing,Ready
GL01170,Lakshmi,Tea Shop Owner,58986,32206,21156,27355,198,106,Low,0.546,0.3587,0.1112,0,Increasing,Ready
GL01171,Lakshmi,Tea Shop Owner,68586,37653,27639,39000,233,148,Low,0.549,0.403,0.0788,1,Stable,Emerging
GL01172,Lakshmi,Tea Shop Owner,69254,37424,19364,54005,226,197,Low,0.5404,0.2796,0.0949,0,Stable,Ready
GL01173,Lakshmi,Tea Shop Owner,65550,33777,21679,44873,192,190,Low,0.5153,0.3307,0.1289,1,Increasing,Ready
GL01174,Lakshmi,Tea Shop Owner,49416,34507,14163,25926,238,143,Low,0.6983,0.2866,0.0844,0,Stable,Emerging
GL01175,Lakshmi,Tea Shop Owner,65957,35333,17297,28424,274,100,Low,0.5357,0.2622,0.0766,1,Stable,Emerging
GL01176,Lakshmi,Tea Shop Owner,64932,53153,11190,47243,197,180,Medium,0.8186,0.1723,0.1011,0,Stable,Building
GL01177,Lakshmi,Tea Shop Owner,57463,33805,17123,37126,181,188,Low,0.5883,0.298,0.1006,0,Stable,Ready
GL01178,Lakshmi,Tea Shop Owner,62794,28577,21817,51750,220,144,Low,0.4551,0.3474,0.0933,1,Increasing,Ready
GL01179,Lakshmi,Tea Shop Owner,54212,31573,17094,30951,238,197,Medium,0.5824,0.3153,0.0222,1,Increasing,Ready
GL01180,Lakshmi,Tea Shop Owner,69204,57889,10749,40568,279,164,Low,0.8365,0.1553,0.0293,1,Increasing,Building
GL01181,Lakshmi,Tea Shop Owner,58272,46518,11166,35661,153,145,Low,0.7983,0.1916,0.0624,0,Stable,Building
GL01182,Lakshmi,Tea Shop Owner,68709,54864,13152,44871,201,127,Low,0.7985,0.1914,0.0709,1,Increasing,Building
GL01183,Lakshmi,Tea Shop Owner,66501,40731,20911,35272,174,171,Medium,0.6125,0.3144,0.0718,1,Increasing,Ready
GL01184,Lakshmi,Tea Shop Owner,64113,37108,24772,25501,283,154,Medium,0.5788,0.3864,0.1237,0,Increasing,Ready
GL01185,Lakshmi,Tea Shop Owner,60848,51708,8683,47362,280,119,Low,0.8498,0.1427,0.1286,1,Stable,Building
GL01186,Lakshmi,Tea Shop Owner,63066,48447,13888,48205,230,134,Medium,0.7682,0.2202,0.0412,1,Increasing,Emerging
GL01187,Lakshmi,Tea Shop Owner,52206,27115,23438,47690,243,159,Low,0.5194,0.449,0.1313,0,Stable,Ready
GL01188,Lakshmi,Tea Shop Owner,49903,20560,20973,29336,151,188,Low,0.412,0.4203,0.0926,1,Increasing,Ready
GL01189,Lakshmi,Tea Shop Owner,54337,41339,12348,43975,202,195,Low,0.7608,0.2272,0.0715,1,Stable,Building
GL01190,Lakshmi,Tea Shop Owner,67663,48764,16783,41448,216,135,Low,0.7207,0.248,0.0701,0,Increasing,Ready
GL01191,Lakshmi,Tea Shop Owner,67066,47730,16124,41569,154,103,Low,0.7117,0.2404,0.0124,1,Stable,Building
GL01192,Lakshmi,Tea Shop Owner,62091,47903,13478,38001,246,102,Low,0.7715,0.2171,0.0426,1,Stable,Building
GL01193,Lakshmi,Tea Shop Owner,55212,27385,24289,28421,281,167,Low,0.496,0.4399,0.0991,0,Stable,Ready
GL01194,Lakshmi,Tea Shop Owner,63074,43205,16964,25122,273,162,Medium,0.685,0.269,0.113,0,Stable,Emerging
GL01195,Lakshmi,Tea Shop Owner,58371,26424,27628,41034,158,195,Low,0.4527,0.4733,0.0876,0,Increasing,Ready
GL01196,Lakshmi,Tea Shop Owner,51361,27149,20911,45038,200,115,Medium,0.5286,0.4071,0.0772,1,Increasing,Ready
GL01197,Lakshmi,Tea Shop Owner,60893,45072,15022,50777,276,156,Low,0.7402,0.2467,0.0076,0,Stable,Emerging
GL01198,Lakshmi,Tea Shop Owner,57867,45946,11324,38880,251,161,Low,0.794,0.1957,0.0438,1,Increasing,Building
GL01199,Lakshmi,Tea Shop Owner,60526,30129,28144,40809,253,134,Medium,0.4978,0.465,0.0007,1,Stable,Emerging
GL01200,Lakshmi,Tea Shop Owner,66559,40201,15417,31484,156,172,Low,0.604,0.2316,0.124,0,Increasing,Ready
GL01201,Lakshmi,Tea Shop Owner,52942,45254,7303,48176,257,127,Low,0.8548,0.1379,0.079,1,Stable,Building
GL01202,Lakshmi,Tea Shop Owner,56289,27187,18764,50262,293,178,Low,0.483,0.3334,0.0093,1,Increasing,Ready
GL01203,Lakshmi,Tea Shop Owner,66253,39910,17155,25755,213,127,Low,0.6024,0.2589,0.0711,1,Increasing,Ready
GL01204,Lakshmi,Tea Shop Owner,69068,35224,23946,43093,241,170,Low,0.51,0.3467,0.123,0,Increasing,Ready
GL01205,Lakshmi,Tea Shop Owner,56981,30444,24371,39258,279,175,Low,0.5343,0.4277,0.0978,1,Increasing,Ready
GL01206,Lakshmi,Tea Shop Owner,48913,21903,20395,29651,270,113,Medium,0.4478,0.417,0.0631,0,Increasing,Ready
GL01207,Lakshmi,Tea Shop Owner,58511,43034,14703,39095,154,140,Low,0.7355,0.2513,0.0194,1,Increasing,Emerging
GL01208,Lakshmi,Tea Shop Owner,66550,38219,18660,34362,253,157,Low,0.5743,0.2804,0.1299,1,Increasing,Ready
GL01209,Lakshmi,Tea Shop Owner,57667,30534,21875,49625,225,105,Low,0.5295,0.3793,0.108,1,Increasing,Ready
GL01210,Lakshmi,Tea Shop Owner,67867,36274,24446,53568,270,181,Low,0.5345,0.3602,0.0688,1,Increasing,Ready
GL01211,Lakshmi,Tea Shop Owner,63586,34425,27001,25879,155,160,Low,0.5414,0.4246,0.0641,0,Increasing,Ready
GL01212,Lakshmi,Tea Shop Owner,68572,45559,17892,33711,207,157,Low,0.6644,0.2609,0.0026,1,Stable,Building
GL01213,Lakshmi,Tea Shop Owner,62016,49091,12278,54686,232,151,Low,0.7916,0.198,0.0859,1,Increasing,Building
GL01214,Lakshmi,Tea Shop Owner,49009,18491,18437,48285,221,127,Low,0.3773,0.3762,0.0272,0,Stable,Ready
GL01215,Lakshmi,Tea Shop Owner,46023,37577,8023,51282,214,156,Low,0.8165,0.1743,0.0022,1,Stable,Building
GL01216,Lakshmi,Tea Shop Owner,69635,48465,15749,30017,156,147,Low,0.696,0.2262,0.0084,0,Stable,Emerging
GL01217,Lakshmi,Tea Shop Owner,54181,24029,18131,49282,176,112,Medium,0.4435,0.3346,0.1408,1,Stable,Emerging
GL01218,Lakshmi,Tea Shop Owner,62109,47625,13759,44557,191,101,Low,0.7668,0.2215,0.07,0,Stable,Emerging
GL01219,Lakshmi,Tea Shop Owner,52925,32977,16085,28927,233,173,Low,0.6231,0.3039,0.0323,1,Stable,Emerging
GL01220,Lakshmi,Tea Shop Owner,59443,32164,23624,51104,220,128,Medium,0.5411,0.3974,0.0319,1,Stable,Emerging
GL01221,Lakshmi,Tea Shop Owner,52674,35128,15551,51412,161,194,Low,0.6669,0.2952,0.0217,1,Stable,Building
GL01222,Lakshmi,Tea Shop Owner,61896,44138,15461,28617,170,117,Low,0.7131,0.2498,0.1491,0,Increasing,Ready
GL01223,Lakshmi,Tea Shop Owner,69471,37833,19842,44058,224,185,Low,0.5446,0.2856,0.1191,1,Increasing,Ready
GL01224,Lakshmi,Tea Shop Owner,69595,56344,12588,42156,251,157,Low,0.8096,0.1809,0.1423,1,Increasing,Building
GL01225,Lakshmi,Tea Shop Owner,66667,50560,15299,37882,260,159,Low,0.7584,0.2295,0.0599,0,Stable,Emerging
GL01226,Lakshmi,Tea Shop Owner,61260,44395,15137,27599,257,129,Low,0.7247,0.2471,0.1075,1,Increasing,Emerging
GL01227,Lakshmi,Tea Shop Owner,56966,29491,19313,51065,161,130,Low,0.5177,0.339,0.1291,1,Stable,Emerging
GL01228,Lakshmi,Tea Shop Owner,64676,29505,27431,41901,242,107,Low,0.4562,0.4241,0.0795,0,Increasing,Ready
GL01229,Lakshmi,Tea Shop Owner,66744,40239,17225,45966,252,165,Low,0.6029,0.2581,0.0371,1,Increasing,Ready
GL01230,Lakshmi,Tea Shop Owner,47839,18508,27657,48814,290,187,Low,0.3869,0.5781,0.0648,1,Stable,Emerging
GL01231,Lakshmi,Tea Shop Owner,48947,27997,15422,32115,191,148,Low,0.572,0.3151,0.0795,0,Stable,Ready
GL01232,Lakshmi,Tea Shop Owner,51951,25570,22408,30569,279,121,Low,0.4922,0.4313,0.1375,1,Stable,Emerging
GL01233,Lakshmi,Tea Shop Owner,50419,43083,6969,32682,222,189,Low,0.8545,0.1382,0.0002,1,Increasing,Building
GL01234,Lakshmi,Tea Shop Owner,47128,37254,9380,26081,208,108,Low,0.7905,0.199,0.0765,0,Increasing,Emerging
GL01235,Lakshmi,Tea Shop Owner,66276,37498,23338,41741,255,128,Low,0.5658,0.3521,0.025,0,Stable,Ready
GL01236,Lakshmi,Tea Shop Owner,45501,32528,12324,26458,173,128,Low,0.7149,0.2709,0.0857,0,Stable,Emerging
GL01237,Lakshmi,Tea Shop Owner,53742,34464,15566,34310,222,166,Medium,0.6413,0.2896,0.0263,1,Increasing,Ready
GL01238,Lakshmi,Tea Shop Owner,65844,45261,15228,28742,190,164,Low,0.6874,0.2313,0.0465,0,Increasing,Ready
GL01239,Lakshmi,Tea Shop Owner,59777,31897,25779,33717,190,114,Low,0.5336,0.4313,0.0984,0,Stable,Ready
GL01240,Lakshmi,Tea Shop Owner,56119,31061,20168,52928,151,168,Low,0.5535,0.3594,0.105,0,Stable,Ready
GL01241,Lakshmi,Tea Shop Owner,47357,18990,26408,37453,261,121,Medium,0.401,0.5576,0.0753,1,Stable,Emerging
GL01242,Lakshmi,Tea Shop Owner,46035,23081,17176,48984,219,166,Low,0.5014,0.3731,0.099,1,Stable,Emerging
