user_id,occupation,monthly_income,monthly_expenses,savings,average_balance,digital_transactions,cash_transactions,income_variance,expense_ratio,savings_ratio,emi_ratio,financial_buffer,financial_score,missed_payments,income_growth,financial_tier
GL01502,Tea Shop Owner,48516,22671,20314,45184,268,191,Low,0.4673,0.4187,0.0719,1.993,9,0,Stable,Ready
GL01503,Tea Shop Owner,65241,45707,17456,49405,188,111,Low,0.7006,0.2676,0.1087,1.0809,5,1,Stable,Emerging
GL01504,Tea Shop Owner,67353,39172,16426,50974,203,113,Low,0.5816,0.2439,0.0135,1.3013,10,0,Increasing,Ready
GL01505,Tea Shop Owner,56823,32445,17613,32253,229,164,Low,0.571,0.31,0.1163,0.9941,9,1,Increasing,Ready
GL01506,Tea Shop Owner,68655,37918,19751,33954,287,102,Low,0.5523,0.2877,0.0525,0.8955,7,1,Stable,Emerging
GL01507,Tea Shop Owner,68326,47698,18570,53254,164,179,Low,0.6981,0.2718,0.1474,1.1165,5,1,Stable,Emerging
GL01508,Tea Shop Owner,49522,36621,12255,51574,238,159,Medium,0.7395,0.2475,0.0639,1.4083,7,1,Increasing,Emerging
GL01509,Tea Shop Owner,45743,33497,11633,46687,287,195,Low,0.7323,0.2543,0.0477,1.3938,7,0,Stable,Emerging
GL01510,Tea Shop Owner,60900,43427,16454,37872,248,161,Low,0.7131,0.2702,0.0515,0.8721,5,1,Stable,Emerging
GL01511,Tea Shop Owner,64939,32794,29559,28130,267,183,Medium,0.505,0.4552,0.1438,0.8578,7,1,Stable,Emerging
GL01512,Tea Shop Owner,61820,31089,17238,38143,237,141,Low,0.5029,0.2788,0.009,1.2269,9,0,Stable,Ready
GL01513,Tea Shop Owner,51276,41774,9026,52033,242,125,Medium,0.8147,0.176,0.1104,1.2456,5,0,Stable,Emerging
GL01514,Tea Shop Owner,47866,30959,16048,33825,261,144,Low,0.6468,0.3353,0.083,1.0926,7,1,Stable,Emerging
GL01515,Tea Shop Owner,54484,41794,12055,54970,168,200,Low,0.7671,0.2213,0.0132,1.3153,9,0,Increasing,Ready
GL01516,Tea Shop Owner,55658,38214,16219,51411,210,137,Low,0.6866,0.2914,0.1394,1.3453,7,1,Increasing,Emerging
GL01517,Tea Shop Owner,51681,20212,23651,52752,248,158,Low,0.3911,0.4576,0.0076,2.6099,10,0,Increasing,Ready
GL01518,Tea Shop Owner,50878,36169,13973,39573,165,200,Low,0.7109,0.2746,0.1105,1.0941,5,1,Stable,Emerging
GL01519,Tea Shop Owner,50764,43108,7273,25237,174,115,Low,0.8492,0.1433,0.0327,0.5854,5,0,Stable,Emerging
GL01520,Tea Shop Owner,59164,41580,15441,49591,193,198,Medium,0.7028,0.261,0.0664,1.1927,5,1,Stable,Emerging
GL01521,Tea Shop Owner,56540,47962,8149,48476,231,106,Low,0.8483,0.1441,0.0629,1.0107,5,0,Stable,Emerging
GL01522,Tea Shop Owner,59222,34088,20193,47615,173,118,Low,0.5756,0.341,0.0473,1.3968,7,1,Stable,Emerging
GL01523,Tea Shop Owner,58962,48561,9880,51505,205,127,Low,0.8236,0.1676,0.117,1.0606,7,0,Increasing,Emerging
GL01524,Tea Shop Owner,69438,32219,16636,52957,179,122,Low,0.464,0.2396,0.0792,1.6437,9,0,Stable,Ready
GL01525,Tea Shop Owner,51434,22646,25992,28325,273,185,Low,0.4403,0.5053,0.1405,1.2508,7,1,Stable,Emerging
GL01526,Tea Shop Owner,56144,29430,21562,31162,218,106,Low,0.5242,0.384,0.1457,1.0589,9,0,Stable,Ready
GL01527,Tea Shop Owner,58100,27678,15420,41629,215,159,Low,0.4764,0.2654,0.1023,1.504,7,1,Stable,Emerging
GL01528,Tea Shop Owner,61237,28560,19294,34340,215,199,Low,0.4664,0.3151,0.0227,1.2024,9,0,Stable,Ready
GL01529,Tea Shop Owner,49693,43218,6151,42499,262,153,Low,0.8697,0.1238,0.0698,0.9834,5,1,Increasing,Emerging
GL01530,Tea Shop Owner,56630,24843,22113,42729,150,156,Low,0.4387,0.3905,0.009,1.72,9,1,Increasing,Ready
GL01531,Tea Shop Owner,51073,24106,18307,34660,257,122,Low,0.472,0.3584,0.1354,1.4378,9,1,Increasing,Ready
GL01532,Tea Shop Owner,49458,21158,18066,43303,288,184,Low,0.4278,0.3653,0.1033,2.0466,10,0,Increasing,Ready
GL01533,Tea Shop Owner,55393,40697,13961,43633,202,170,Low,0.7347,0.252,0.1357,1.0721,9,0,Increasing,Ready
GL01534,Tea Shop Owner,60809,46202,13876,29326,253,137,Low,0.7598,0.2282,0.1257,0.6347,5,1,Stable,Emerging
GL01535,Tea Shop Owner,47285,27307,17388,25247,216,168,Low,0.5775,0.3677,0.085,0.9246,9,0,Stable,Ready
GL01536,Tea Shop Owner,62780,30354,29154,52417,157,174,Low,0.4835,0.4644,0.0502,1.7269,9,1,Increasing,Ready
GL01537,Tea Shop Owner,67789,28390,21568,40051,238,158,Low,0.4188,0.3182,0.0935,1.4107,9,1,Increasing,Ready
GL01538,Tea Shop Owner,67964,49002,15517,32895,172,142,Low,0.721,0.2283,0.0907,0.6713,7,0,Stable,Emerging
GL01539,Tea Shop Owner,60626,50210,9895,34370,185,138,Low,0.8282,0.1632,0.0502,0.6845,5,1,Increasing,Emerging
GL01540,Tea Shop Owner,53676,22688,20560,48736,280,151,Low,0.4227,0.383,0.0189,2.1481,7,1,Stable,Emerging
GL01541,Tea Shop Owner,51236,43709,7150,30554,263,179,Low,0.8531,0.1396,0.1237,0.699,5,0,Stable,Emerging
GL01542,Tea Shop Owner,53484,34315,16880,48535,285,159,Low,0.6416,0.3156,0.0881,1.4144,7,1,Stable,Emerging
GL01543,Tea Shop Owner,58164,48276,9393,48184,187,161,Low,0.83,0.1615,0.0629,0.9981,5,1,Increasing,Emerging
GL01544,Tea Shop Owner,46072,37852,7809,39973,272,134,Low,0.8216,0.1695,0.0013,1.056,7,0,Increasing,Emerging
GL01545,Tea Shop Owner,53508,36214,15241,50201,179,180,Medium,0.6768,0.2848,0.0142,1.3862,7,1,Increasing,Emerging
GL01546,Tea Shop Owner,67628,28363,29206,38883,283,124,Low,0.4194,0.4319,0.0844,1.3709,7,1,Stable,Emerging
GL01547,Tea Shop Owner,50287,19134,22247,29100,273,104,Low,0.3805,0.4424,0.0535,1.5209,7,1,Stable,Emerging
GL01548,Tea Shop Owner,57010,42233,14038,49833,279,101,Low,0.7408,0.2462,0.0452,1.18,5,1,Stable,Emerging
GL01549,Tea Shop Owner,55199,44788,9890,32853,300,132,Medium,0.8114,0.1792,0.051,0.7335,7,0,Increasing,Emerging
GL01550,Tea Shop Owner,56979,29714,16700,38131,272,170,Low,0.5215,0.2931,0.0899,1.2833,9,1,Increasing,Ready
GL01551,Tea Shop Owner,69524,48965,17952,48473,168,106,Low,0.7043,0.2582,0.1439,0.99,7,0,Stable,Emerging
GL01552,Tea Shop Owner,62598,32350,15679,43359,218,199,Low,0.5168,0.2505,0.0871,1.3403,9,0,Stable,Ready
GL01553,Tea Shop Owner,56394,41297,14342,34553,212,196,Low,0.7323,0.2543,0.0267,0.8367,9,0,Increasing,Ready
GL01554,Tea Shop Owner,57488,36481,15544,38952,200,130,Low,0.6346,0.2704,0.0625,1.0677,10,0,Increasing,Ready
GL01555,Tea Shop Owner,49289,42600,6354,32015,160,144,Medium,0.8643,0.1289,0.0559,0.7515,5,0,Stable,Emerging
GL01556,Tea Shop Owner,57196,29616,23934,26677,198,194,Low,0.5178,0.4185,0.0413,0.9008,7,1,Stable,Emerging
GL01557,Tea Shop Owner,64093,36276,22259,45514,231,153,Low,0.566,0.3473,0.1341,1.2547,9,1,Increasing,Ready
GL01558,Tea Shop Owner,56144,24523,28612,26940,180,197,Low,0.4368,0.5096,0.1472,1.0986,9,0,Stable,Ready
GL01559,Tea Shop Owner,47176,37608,9089,41868,190,101,Low,0.7972,0.1927,0.0754,1.1133,5,1,Increasing,Emerging
GL01560,Tea Shop Owner,56624,50004,6289,35710,212,150,Low,0.8831,0.1111,0.0362,0.7141,5,1,Increasing,Emerging
GL01561,Tea Shop Owner,61168,27751,21328,54374,238,135,Low,0.4537,0.3487,0.126,1.9594,7,1,Stable,Emerging
GL01562,Tea Shop Owner,65774,28072,22069,41815,205,183,Low,0.4268,0.3355,0.0164,1.4896,9,1,Increasing,Ready
GL01563,Tea Shop Owner,52620,34439,16044,51074,236,152,Low,0.6545,0.3049,0.0544,1.483,5,1,Stable,Emerging
GL01564,Tea Shop Owner,45171,35987,8724,53872,229,142,Low,0.7967,0.1931,0.1119,1.497,5,1,Increasing,Emerging
GL01565,Tea Shop Owner,63302,56167,6778,37908,189,155,Low,0.8873,0.1071,0.1468,0.6749,3,1,Stable,Building
GL01566,Tea Shop Owner,56823,44418,11784,28705,185,136,Medium,0.7817,0.2074,0.0812,0.6462,7,0,Stable,Emerging
GL01567,Tea Shop Owner,59922,51329,8163,50676,227,105,Low,0.8566,0.1362,0.1236,0.9873,3,1,Stable,Building
GL01568,Tea Shop Owner,62507,49336,12512,44715,286,175,Low,0.7893,0.2002,0.0191,0.9063,9,0,Increasing,Ready
GL01569,Tea Shop Owner,66570,33637,17450,50913,203,190,Low,0.5053,0.2621,0.027,1.5136,10,0,Increasing,Ready
GL01570,Tea Shop Owner,68541,30014,29768,48335,300,114,Medium,0.4379,0.4343,0.0016,1.6104,7,1,Stable,Emerging
GL01571,Tea Shop Owner,64800,29503,17597,37855,217,152,Low,0.4553,0.2716,0.0306,1.2831,7,1,Stable,Emerging
GL01572,Tea Shop Owner,65497,30809,29931,27678,150,177,Medium,0.4704,0.457,0.0208,0.8984,9,1,Increasing,Ready
GL01573,Tea Shop Owner,64661,36598,25629,42655,259,118,Low,0.566,0.3964,0.0469,1.1655,9,1,Increasing,Ready
GL01574,Tea Shop Owner,67063,48647,16027,41694,172,184,Medium,0.7254,0.239,0.1257,0.8571,5,1,Stable,Emerging
GL01575,Tea Shop Owner,48936,40430,8080,35372,239,105,Low,0.8262,0.1651,0.0015,0.8749,5,1,Increasing,Emerging
GL01576,Tea Shop Owner,65539,38373,15162,40781,162,195,Low,0.5855,0.2313,0.0614,1.0628,10,0,Increasing,Ready
GL01577,Tea Shop Owner,64610,54556,9551,30950,151,174,Low,0.8444,0.1478,0.0304,0.5673,5,0,Stable,Emerging
GL01578,Tea Shop Owner,69898,29462,29186,25273,288,131,Low,0.4215,0.4176,0.1298,0.8578,10,0,Increasing,Ready
GL01579,Tea Shop Owner,60097,53125,6623,32796,227,164,Low,0.884,0.1102,0.078,0.6173,7,0,Increasing,Emerging
GL01580,Tea Shop Owner,69680,60823,8414,31132,273,180,Medium,0.8729,0.1208,0.1209,0.5118,3,1,Stable,Building
GL01581,Tea Shop Owner,51347,18772,15437,31201,156,164,Low,0.3656,0.3006,0.0318,1.6621,10,0,Increasing,Ready
GL01582,Tea Shop Owner,57089,48537,8124,37253,231,180,Low,0.8502,0.1423,0.0219,0.7675,5,0,Stable,Emerging
GL01583,Tea Shop Owner,54283,34779,18166,43628,204,148,Low,0.6407,0.3347,0.0386,1.2544,10,0,Increasing,Ready
GL01584,Tea Shop Owner,56104,23462,16812,26079,288,102,Low,0.4182,0.2997,0.1344,1.1115,9,0,Stable,Ready
GL01585,Tea Shop Owner,64198,33761,24606,52062,237,122,Low,0.5259,0.3833,0.1248,1.5421,7,1,Stable,Emerging
GL01586,Tea Shop Owner,67798,34848,18300,36988,152,173,Low,0.514,0.2699,0.0849,1.0614,10,0,Increasing,Ready
GL01587,Tea Shop Owner,62404,33086,22225,26172,255,123,Low,0.5302,0.3561,0.1064,0.791,7,1,Stable,Emerging
GL01588,Tea Shop Owner,56634,49843,6451,33283,208,110,Low,0.8801,0.1139,0.0943,0.6678,7,0,Increasing,Emerging
GL01589,Tea Shop Owner,59758,50154,9123,27264,227,109,Low,0.8393,0.1527,0.1366,0.5436,5,0,Stable,Emerging
GL01590,Tea Shop Owner,52511,28292,16586,53652,210,128,Medium,0.5388,0.3159,0.0623,1.8964,9,1,Increasing,Ready
GL01591,Tea Shop Owner,55546,43292,11641,32386,278,146,Low,0.7794,0.2096,0.0782,0.7481,9,0,Increasing,Ready
GL01592,Tea Shop Owner,63437,24835,23963,41314,281,148,Low,0.3915,0.3777,0.0933,1.6635,9,1,Increasing,Ready
GL01593,Tea Shop Owner,67847,37098,20271,33200,179,100,Low,0.5468,0.2988,0.0505,0.8949,9,1,Increasing,Ready
GL01594,Tea Shop Owner,51794,45091,6367,28966,195,114,Low,0.8706,0.1229,0.07,0.6424,5,0,Stable,Emerging
GL01595,Tea Shop Owner,65351,48777,15018,36892,249,142,Low,0.7464,0.2298,0.0647,0.7563,7,0,Stable,Emerging
GL01596,Tea Shop Owner,67817,35848,19483,31475,184,190,Low,0.5286,0.2873,0.0118,0.878,10,0,Increasing,Ready
GL01597,Tea Shop Owner,54525,44754,9282,30468,264,112,Medium,0.8208,0.1702,0.0446,0.6808,3,1,Stable,Building
GL01598,Tea Shop Owner,57776,32510,15482,49059,276,116,Low,0.5627,0.268,0.1073,1.509,7,1,Stable,Emerging
GL01599,Tea Shop Owner,58887,45419,12794,33734,172,178,Low,0.7713,0.2173,0.0534,0.7427,7,0,Stable,Emerging
GL01600,Tea Shop Owner,45082,28104,16047,29436,292,129,Low,0.6234,0.356,0.0463,1.0474,9,0,Stable,Ready
GL01601,Tea Shop Owner,49552,27327,21072,36421,290,174,Low,0.5515,0.4253,0.0025,1.3328,9,0,Stable,Ready
GL01602,Tea Shop Owner,58864,39650,15782,43906,164,183,Low,0.6736,0.2681,0.1478,1.1073,9,0,Increasing,Ready
GL01603,Tea Shop Owner,51003,40593,9889,48192,264,198,Low,0.7959,0.1939,0.0191,1.1872,3,1,Stable,Building
GL01604,Tea Shop Owner,50799,20030,21408,25233,163,164,Low,0.3943,0.4214,0.0768,1.2598,9,1,Increasing,Ready
GL01605,Tea Shop Owner,69357,27083,19314,45341,177,129,Low,0.3905,0.2785,0.1278,1.6741,10,0,Increasing,Ready
GL01606,Tea Shop Owner,63562,41315,16946,44638,245,187,Low,0.65,0.2666,0.0193,1.0804,7,1,Increasing,Emerging
GL01607,Tea Shop Owner,51996,43083,8467,36767,205,119,Medium,0.8286,0.1628,0.1189,0.8534,5,1,Increasing,Emerging
GL01608,Tea Shop Owner,55388,42864,11897,31559,177,192,Low,0.7739,0.2148,0.1494,0.7363,5,1,Stable,Emerging
GL01609,Tea Shop Owner,48601,21156,22385,35913,201,144,Medium,0.4353,0.4606,0.1138,1.6975,9,1,Increasing,Ready
GL01610,Tea Shop Owner,63922,44048,15444,48243,295,136,Medium,0.6891,0.2416,0.0256,1.0952,7,1,Increasing,Emerging
GL01611,Tea Shop Owner,51165,44165,6650,25888,286,145,Low,0.8632,0.13,0.0474,0.5862,5,0,Stable,Emerging
GL01612,Tea Shop Owner,53789,36910,15995,46990,291,125,Low,0.6862,0.2974,0.0747,1.2731,5,1,Stable,Emerging
GL01613,Tea Shop Owner,53054,42634,9899,33348,211,194,Low,0.8036,0.1866,0.0442,0.7822,5,1,Increasing,Emerging
GL01614,Tea Shop Owner,52039,27669,18330,52530,171,140,Low,0.5317,0.3522,0.0151,1.8985,9,0,Stable,Ready
GL01615,Tea Shop Owner,57444,23012,15751,48029,252,146,Low,0.4006,0.2742,0.1206,2.0871,10,0,Increasing,Ready
GL01616,Tea Shop Owner,54542,24843,18396,32447,179,113,Low,0.4555,0.3373,0.1119,1.3061,10,0,Increasing,Ready
GL01617,Tea Shop Owner,69163,43690,23648,41064,294,119,Low,0.6317,0.3419,0.1214,0.9399,9,0,Stable,Ready
GL01618,Tea Shop Owner,57923,47948,9476,27845,230,150,Low,0.8278,0.1636,0.1055,0.5807,7,0,Increasing,Emerging
GL01619,Tea Shop Owner,48983,27626,17922,54344,212,186,Medium,0.564,0.3659,0.0173,1.9671,7,1,Stable,Emerging
GL01620,Tea Shop Owner,63222,53194,9526,44279,278,167,Low,0.8414,0.1507,0.1219,0.8324,5,1,Increasing,Emerging
GL01621,Tea Shop Owner,54583,33497,15432,54848,276,140,Low,0.6137,0.2827,0.1191,1.6374,9,1,Increasing,Ready
GL01622,Tea Shop Owner,60088,42818,15780,30096,270,113,Low,0.7126,0.2626,0.102,0.7029,7,1,Increasing,Emerging
GL01623,Tea Shop Owner,69399,45248,19683,54160,232,132,Low,0.652,0.2836,0.146,1.197,9,0,Increasing,Ready
GL01624,Tea Shop Owner,62166,31412,20936,29071,237,186,Low,0.5053,0.3368,0.0183,0.9255,10,0,Increasing,Ready
GL01625,Tea Shop Owner,67686,59705,7581,49991,264,173,Medium,0.8821,0.112,0.0604,0.8373,5,1,Increasing,Emerging
GL01626,Tea Shop Owner,65552,32264,27653,37503,178,118,Medium,0.4922,0.4218,0.0891,1.1624,9,0,Stable,Ready
GL01627,Tea Shop Owner,64788,44340,15912,54174,157,184,Medium,0.6844,0.2456,0.1319,1.2218,7,0,Stable,Emerging
GL01628,Tea Shop Owner,53135,32205,16397,31593,236,122,Low,0.6061,0.3086,0.0192,0.981,7,1,Stable,Emerging
GL01629,Tea Shop Owner,48345,37056,10724,29997,295,130,Medium,0.7665,0.2218,0.1274,0.8095,7,0,Stable,Emerging
GL01630,Tea Shop Owner,63660,23554,26977,29039,173,173,Low,0.37,0.4238,0.1291,1.2329,10,0,Increasing,Ready
GL01631,Tea Shop Owner,55360,44326,10482,35798,278,121,Low,0.8007,0.1893,0.1369,0.8076,3,1,Stable,Building
GL01632,Tea Shop Owner,67211,46644,18681,39912,201,117,Low,0.694,0.2779,0.1186,0.8557,7,0,Stable,Emerging
GL01633,Tea Shop Owner,65519,57918,7220,40024,237,153,Medium,0.884,0.1102,0.0918,0.691,7,0,Increasing,Emerging
GL01634,Tea Shop Owner,56309,36775,15965,37204,188,172,Medium,0.6531,0.2835,0.0378,1.0117,7,0,Stable,Emerging
GL01635,Tea Shop Owner,47531,36289,10679,54010,293,199,Low,0.7635,0.2247,0.01,1.4883,5,1,Stable,Emerging
GL01636,Tea Shop Owner,57991,24704,23551,28826,299,179,Medium,0.426,0.4061,0.0619,1.1669,7,1,Stable,Emerging
GL01637,Tea Shop Owner,53963,34417,16019,41550,219,110,Low,0.6378,0.2969,0.1393,1.2073,9,0,Stable,Ready
GL01638,Tea Shop Owner,53304,24365,15256,46691,292,117,Medium,0.4571,0.2862,0.1141,1.9163,7,1,Stable,Emerging
GL01639,Tea Shop Owner,53659,24259,26221,53579,265,183,Low,0.4521,0.4887,0.0766,2.2086,10,0,Increasing,Ready
GL01640,Tea Shop Owner,67801,28178,26344,34411,192,180,Low,0.4156,0.3885,0.0892,1.2212,9,0,Stable,Ready
GL01641,Tea Shop Owner,58910,34079,23335,41875,163,100,Low,0.5785,0.3961,0.0376,1.2288,10,0,Increasing,Ready
GL01642,Tea Shop Owner,67003,38131,25435,37905,179,106,Medium,0.5691,0.3796,0.0647,0.9941,9,0,Stable,Ready
GL01643,Tea Shop Owner,49308,39254,9551,50646,150,130,Low,0.7961,0.1937,0.0142,1.2902,5,0,Stable,Emerging
GL01644,Tea Shop Owner,53868,30510,22171,34508,181,186,Medium,0.5664,0.4116,0.1123,1.131,7,1,Stable,Emerging
GL01645,Tea Shop Owner,69213,36869,26205,30378,190,154,Low,0.5327,0.3786,0.0032,0.8239,9,1,Increasing,Ready
GL01646,Tea Shop Owner,61947,44199,16516,27489,235,162,Low,0.7135,0.2666,0.1244,0.6219,7,1,Increasing,Emerging
GL01647,Tea Shop Owner,67730,48467,15250,45884,219,133,Low,0.7156,0.2252,0.0722,0.9467,5,1,Stable,Emerging
GL01648,Tea Shop Owner,59652,35349,18745,40020,248,184,Low,0.5926,0.3142,0.0105,1.1321,10,0,Increasing,Ready
GL01649,Tea Shop Owner,48968,21252,25495,46552,233,180,Low,0.434,0.5206,0.0038,2.1905,7,1,Stable,Emerging
GL01650,Tea Shop Owner,53898,19570,20625,43041,255,100,Low,0.3631,0.3827,0.0681,2.1993,7,1,Stable,Emerging
GL01651,Tea Shop Owner,46077,40460,5336,52794,230,125,Low,0.8781,0.1158,0.0944,1.3048,7,0,Increasing,Emerging
GL01652,Tea Shop Owner,60495,27706,21193,37103,253,164,Low,0.458,0.3503,0.0829,1.3392,10,0,Increasing,Ready
GL01653,Tea Shop Owner,45526,29182,15498,54439,266,139,Low,0.641,0.3404,0.0256,1.8655,7,1,Stable,Emerging
GL01654,Tea Shop Owner,64248,41703,17888,35940,251,117,Medium,0.6491,0.2784,0.0439,0.8618,9,0,Stable,Ready
GL01655,Tea Shop Owner,48617,32583,15093,26444,261,149,Low,0.6702,0.3104,0.0266,0.8116,7,0,Stable,Emerging
GL01656,Tea Shop Owner,64771,49718,14300,25791,260,139,Low,0.7676,0.2208,0.0417,0.5187,7,1,Increasing,Emerging
GL01657,Tea Shop Owner,64107,35630,15038,25744,150,185,Low,0.5558,0.2346,0.078,0.7225,7,1,Stable,Emerging
GL01658,Tea Shop Owner,62520,38237,20753,45336,233,137,Low,0.6116,0.3319,0.0644,1.1857,9,1,Increasing,Ready
GL01659,Tea Shop Owner,50792,27280,20552,47079,175,186,Low,0.5371,0.4046,0.1086,1.7258,9,1,Increasing,Ready
GL01660,Tea Shop Owner,68460,45067,20446,35342,292,147,Medium,0.6583,0.2987,0.1394,0.7842,7,0,Stable,Emerging
GL01661,Tea Shop Owner,64740,26426,21601,36930,201,104,Low,0.4082,0.3337,0.0902,1.3975,10,0,Increasing,Ready
GL01662,Tea Shop Owner,58334,41387,15020,25970,232,116,Low,0.7095,0.2575,0.0829,0.6275,7,0,Stable,Emerging
GL01663,Tea Shop Owner,57380,44182,12538,31283,274,124,Low,0.77,0.2185,0.112,0.708,7,1,Increasing,Emerging
GL01664,Tea Shop Owner,61715,24605,26136,43445,265,111,Medium,0.3987,0.4235,0.0989,1.7657,10,0,Increasing,Ready
GL01665,Tea Shop Owner,52637,41125,10936,50372,249,111,Low,0.7813,0.2078,0.043,1.2249,7,1,Increasing,Emerging
GL01666,Tea Shop Owner,60364,41276,16778,25247,235,199,Low,0.6838,0.2779,0.1352,0.6117,7,1,Increasing,Emerging
GL01667,Tea Shop Owner,53711,44633,8624,26422,207,108,Low,0.831,0.1606,0.0202,0.592,7,0,Increasing,Emerging
GL01668,Tea Shop Owner,46461,34650,11220,51782,187,174,Low,0.7458,0.2415,0.065,1.4944,5,1,Stable,Emerging
GL01669,Tea Shop Owner,46607,30490,15303,36220,210,150,Low,0.6542,0.3283,0.0655,1.1879,7,0,Stable,Emerging
GL01670,Tea Shop Owner,58066,35170,15363,32649,188,124,Low,0.6057,0.2646,0.0036,0.9283,7,1,Stable,Emerging
GL01671,Tea Shop Owner,64595,34952,22199,46788,284,147,Low,0.5411,0.3437,0.0885,1.3386,9,1,Increasing,Ready
GL01672,Tea Shop Owner,58678,49735,8495,28185,169,192,Low,0.8476,0.1448,0.0098,0.5667,7,0,Increasing,Emerging
GL01673,Tea Shop Owner,66028,42290,16493,50772,254,175,Low,0.6405,0.2498,0.1106,1.2006,10,0,Increasing,Ready
GL01674,Tea Shop Owner,64317,34789,21329,36588,216,191,Low,0.5409,0.3316,0.034,1.0517,7,1,Stable,Emerging
GL01675,Tea Shop Owner,54533,25832,16153,44670,182,140,Low,0.4737,0.2962,0.0266,1.7293,7,1,Stable,Emerging
GL01676,Tea Shop Owner,45573,21460,15916,30254,256,126,Low,0.4709,0.3492,0.0545,1.4098,10,0,Increasing,Ready
GL01677,Tea Shop Owner,63724,36290,18299,31331,175,147,Low,0.5695,0.2872,0.0335,0.8634,7,1,Stable,Emerging
GL01678,Tea Shop Owner,65722,44861,15038,26463,299,100,Medium,0.6826,0.2288,0.0977,0.5899,7,1,Increasing,Emerging
GL01679,Tea Shop Owner,46577,24476,18968,34632,196,120,Low,0.5255,0.4072,0.0036,1.4149,9,1,Increasing,Ready
GL01680,Tea Shop Owner,61685,35178,23688,44794,187,150,Low,0.5703,0.384,0.1466,1.2734,9,1,Increasing,Ready
GL01681,Tea Shop Owner,48533,22533,20353,44442,168,142,Low,0.4643,0.4194,0.0523,1.9723,10,0,Increasing,Ready
GL01682,Tea Shop Owner,51012,18976,27066,39492,169,162,Low,0.372,0.5306,0.123,2.0812,9,0,Stable,Ready
GL01683,Tea Shop Owner,49922,21586,24243,48737,182,120,Medium,0.4324,0.4856,0.0113,2.2578,10,0,Increasing,Ready
GL01684,Tea Shop Owner,50618,34501,15022,33827,252,153,Low,0.6816,0.2968,0.0182,0.9805,9,0,Increasing,Ready
GL01685,Tea Shop Owner,56658,49938,6384,31778,161,196,Low,0.8814,0.1127,0.0986,0.6363,5,0,Stable,Emerging
GL01686,Tea Shop Owner,64866,44679,16630,44390,291,145,Medium,0.6888,0.2564,0.0902,0.9935,9,0,Increasing,Ready
GL01687,Tea Shop Owner,50869,25816,22932,35428,162,100,Medium,0.5075,0.4508,0.0751,1.3723,10,0,Increasing,Ready
GL01688,Tea Shop Owner,58916,27584,18558,28062,245,112,Medium,0.4682,0.315,0.0005,1.0173,9,1,Increasing,Ready
GL01689,Tea Shop Owner,58130,25309,23122,44041,182,133,Low,0.4354,0.3978,0.0727,1.7401,9,0,Stable,Ready
GL01690,Tea Shop Owner,55478,36521,15534,53518,158,100,Medium,0.6583,0.28,0.0304,1.4654,5,1,Stable,Emerging
GL01691,Tea Shop Owner,55544,21028,18585,40357,251,123,Low,0.3786,0.3346,0.0881,1.9192,10,0,Increasing,Ready
GL01692,Tea Shop Owner,52114,42837,8813,51083,207,147,Low,0.822,0.1691,0.1172,1.1925,5,0,Stable,Emerging
GL01693,Tea Shop Owner,68799,51110,16291,50223,181,159,Low,0.7429,0.2368,0.0319,0.9826,5,1,Stable,Emerging
GL01694,Tea Shop Owner,59583,44657,14179,25507,281,144,Low,0.7495,0.238,0.0177,0.5712,9,0,Increasing,Ready
GL01695,Tea Shop Owner,65530,45281,16476,33599,293,156,Low,0.691,0.2514,0.0534,0.742,7,0,Stable,Emerging
GL01696,Tea Shop Owner,65306,24744,27409,48380,193,118,Low,0.3789,0.4197,0.0007,1.9552,10,0,Increasing,Ready
GL01697,Tea Shop Owner,48911,23022,16668,38659,290,173,Low,0.4707,0.3408,0.1486,1.6792,10,0,Increasing,Ready
GL01698,Tea Shop Owner,63070,40282,17266,54289,230,178,Low,0.6387,0.2738,0.0122,1.3477,10,0,Increasing,Ready
GL01699,Tea Shop Owner,53161,23794,24397,30632,245,130,Low,0.4476,0.4589,0.1235,1.2874,10,0,Increasing,Ready
GL01700,Tea Shop Owner,58645,28014,17062,44809,225,179,Low,0.4777,0.2909,0.1157,1.5995,9,0,Stable,Ready
GL01701,Tea Shop Owner,55012,41638,12705,42263,152,138,Low,0.7569,0.2309,0.054,1.015,5,1,Stable,Emerging
GL01702,Tea Shop Owner,69601,26893,24433,31791,277,159,Low,0.3864,0.351,0.0202,1.1821,9,0,Stable,Ready
GL01703,Tea Shop Owner,67694,39797,23502,30425,160,116,Low,0.5879,0.3472,0.0767,0.7645,9,0,Stable,Ready
GL01704,Tea Shop Owner,60211,33916,19739,52707,166,153,Low,0.5633,0.3278,0.0201,1.554,9,1,Increasing,Ready
GL01705,Tea Shop Owner,48319,30213,15621,51005,265,102,Low,0.6253,0.3233,0.1418,1.6882,9,1,Increasing,Ready
GL01706,Tea Shop Owner,67161,30182,15028,43010,169,139,Low,0.4494,0.2238,0.0889,1.425,10,0,Increasing,Ready
GL01707,Tea Shop Owner,48551,42593,5660,52623,291,139,Low,0.8773,0.1166,0.0052,1.2355,5,0,Stable,Emerging
GL01708,Tea Shop Owner,55737,37516,15501,53871,296,193,Low,0.6731,0.2781,0.0255,1.4359,7,1,Increasing,Emerging
GL01709,Tea Shop Owner,66077,31935,21462,30637,252,160,Low,0.4833,0.3248,0.1415,0.9594,10,0,Increasing,Ready
